;context_annotations;created_at;edit_history_tweet_ids;id;text
31;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-08 10:13:16+00:00;[1623263688680407041];1623263688680407041;"@CarrefourFrance FAN de #AsterixEtObelixLEmpireDuMilieu 🥰
Merci pour ce chouette cadeau @CarrefourFrance 
Je suis heureuse de participer pour ce fabuleux coffret Playmobil qui ferait des heureux à la maison ❤️
Vivez une belle journée ☀️"
32;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-08 10:07:00+00:00;[1623262111043289092];1623262111043289092;@CarrefourFrance merci pour ce concours, je participe #AsterixEtObelixLEmpireDuMilieu
33;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-08 09:47:53+00:00;[1623257300583456768];1623257300583456768;@CarrefourFrance Cool je tente merci #AsterixEtObelixLEmpireDuMilieu
34;[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '85', 'name': 'Book Genre', 'description': 'A genre for books, like Fiction'}, 'entity': {'id': '847521144173350912', 'name': 'Comics', 'description': 'Comics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544274442051584', 'name': 'Entertainment'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847521144173350912', 'name': 'Comics', 'description': 'Comics'}}];2023-02-08 09:44:25+00:00;[1623256425832095747];1623256425832095747;Vu #AsterixEtObelixLEmpireDuMilieu hier. Pas ouf. Gilles Lellouche fait un bon Obelix même si il n’est pas Depardieu. Vraiment pas convaincu par le personnage d’Astérix de G. Canet très loin du personnage de la BD. Clovis Cornillac reste le meilleur interprète d’Asterix pour moi
35;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-08 09:25:48+00:00;[1623251743436951555];1623251743436951555;@CarrefourFrance bonjour et merci je joue avec plaisir 😉 je suis fan #AsterixEtObelixLEmpireDuMilieu
36;[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1422112805071724550', 'name': 'Orelsan'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '1422112805071724550', 'name': 'Orelsan'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '810937888334487552', 'name': 'Rap', 'description': 'Hip-Hop/Rap'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1422112805071724550', 'name': 'Orelsan'}}];2023-02-08 09:23:11+00:00;[1623251083337388033];1623251083337388033;De toute la brochette d’acteurs qui joue dans #AsterixEtObelixLEmpireDuMilieu j’ai bien aimé le personnage d @Orel_san belle présence à l’écran et je lui ai trouvé un petit air de Jack Sparrow
37;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-08 09:17:12+00:00;[1623249578332913666];1623249578332913666;@CarrefourFrance Bonjour, merci pour ce magnifique concours. Je participe avec plaisir. Bonne journée. #AsterixEtObelixLEmpireDuMilieu
38;;2023-02-08 09:11:03+00:00;[1623248030618058755];1623248030618058755;"37 spectateurs à 9h à l’UGC des Halles pour #Alibicom2
vs 96 mercredi dernier pour #AsterixEtObelixLEmpireDuMilieu https://t.co/E9vLMxlTbK"
39;[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1131596538004684801', 'name': 'James Cameron'}}, {'domain': {'id': '58', 'name': 'Entertainment Personality', 'description': 'An entertainment personality in the world, like Anderson Cooper or Miranda Sings'}, 'entity': {'id': '1131596538004684801', 'name': 'James Cameron'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1131596538004684801', 'name': 'James Cameron'}}];2023-02-08 09:01:53+00:00;[1623245723998253058];1623245723998253058;"Alors @JimCameron ? On fait moins le malin maintenant hein ?
La victoire DU cinéma, le vrai ! 
#AsterixEtObelixLEmpireDuMilieu 
#AvatarTheWayOfTheWater https://t.co/prJVxkHB4Q"
40;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-08 08:51:36+00:00;[1623243135215181825];1623243135215181825;@CarrefourFrance #AsterixEtObelixLEmpireDuMilieu je participe et souhaite bonne chance à tous
41;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-08 08:51:13+00:00;[1623243037773074433];1623243037773074433;@CarrefourFrance Top je participe!!!! #AsterixEtObelixLEmpireDuMilieu
42;;2023-02-08 08:43:15+00:00;[1623241033369767936];1623241033369767936;65M pour faire de la merde. On devrait les condamner pour nous sortir un film aussi peu intéressant. #AsterixEtObelixLEmpireDuMilieu
43;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-08 08:34:37+00:00;[1623238860414103558];1623238860414103558;@CarrefourFrance #AsterixEtObelixLEmpireDuMilieu oui on adore :) merci pour ce concours
44;;2023-02-08 08:18:36+00:00;[1623234830799437824];1623234830799437824;"Les amis avec la radio @RCFRA -@radiorcf 
voici votre chronique cinéma, avec mon avis sur #AsterixEtObelixLEmpireDuMilieu 
(@asterixofficiel)
⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️
https://t.co/MFLQ5lSySF"
45;[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10028762268', 'name': 'Babylon'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10040816329', 'name': 'Empire'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '86', 'name': 'Movie', 'description': 'A film like Rogue One: A Star Wars Story'}, 'entity': {'id': '1569684361582039040', 'name': 'Babylon'}}, {'domain': {'id': '87', 'name': 'Movie Genre', 'description': 'A movie genre like Action'}, 'entity': {'id': '1290284517027012611', 'name': 'Historical films'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544274442051584', 'name': 'Entertainment'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1072936713134071808', 'name': 'Movies', 'description': 'Movies'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1276514328007467008', 'name': 'Movies & TV'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1290284517027012611', 'name': 'Historical films'}}, {'domain': {'id': '87', 'name': 'Movie Genre', 'description': 'A movie genre like Action'}, 'entity': {'id': '856976804749258752', 'name': 'Drama films', 'description': 'Drama'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544274442051584', 'name': 'Entertainment'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '856976804749258752', 'name': 'Drama films', 'description': 'Drama'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1072936713134071808', 'name': 'Movies', 'description': 'Movies'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1276514328007467008', 'name': 'Movies & TV'}}];2023-02-08 08:16:13+00:00;[1623234228686135302];1623234228686135302;#AsterixEtObelixLEmpireDuMilieu en tête du Box-Office France lors de son 1er mardi au cinéma. #Alibicom2 prend la 2ème place avec ses seules avant-premières. cc @PatheFilms @StudiocanalFR @PhilippeLacheau https://t.co/DYqdO01S5R
46;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-08 08:15:27+00:00;[1623234035819462658];1623234035819462658;@CarrefourFrance Bonjour, merci pour ce concours. Je participe ! 🍀🤞🙂 Moi moi je suis fan ! #AsterixEtObelixLEmpireDuMilieu
47;[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596706635776', 'name': 'Retail industry'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974596157251584', 'name': 'Grocery/Convenience - Retail'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '946776540196495360', 'name': 'Carrefour', 'description': 'Carrefour'}}];2023-02-08 08:11:58+00:00;[1623233160703098881];1623233160703098881;@CarrefourFrance Bonjour je participe avec plaisir #AsterixEtObelixLEmpireDuMilieu
